review_id,review,rating,date,bank,sentiment_label,sentiment_score,identified_theme,is_high_risk,review_word_count,is_short_review,detected_language,translated_review
873,A very smart app which i has enjoyed when i use it,5,2023-08-31,Bank of Abyssinia,POSITIVE,0.999870538711548,Feature Request / General,0,12,False,en,A very smart app which i has enjoyed when i use it
874,Best apps forever,5,2023-08-30,Bank of Abyssinia,POSITIVE,0.999826967716217,Feature Request / General,0,3,True,en,Best apps forever
875,I can't login due to the update.,1,2023-08-30,Bank of Abyssinia,NEGATIVE,0.0445913076400756,Account Access,1,7,False,en,I can't login due to the update.
876,Life is good,4,2023-08-29,Bank of Abyssinia,POSITIVE,0.9998738765716552,Feature Request / General,0,3,True,en,Life is good
877,"Great!? Neither it allow user to inserting otp code send by sms nor it read by itself. I never seen such kinds of confirmation entering method. FYI, all access phone, storage and camera is allowed for the app. Good luck.",1,2023-08-29,Bank of Abyssinia,POSITIVE,0.8747063279151917,Account Access,1,40,False,en,"Great!? Neither it allow user to inserting otp code send by sms nor it read by itself. I never seen such kinds of confirmation entering method. FYI, all access phone, storage and camera is allowed for the app. Good luck."
878,The app locks out with one error on input,2,2023-08-27,Bank of Abyssinia,NEGATIVE,0.0078632831573486,Feature Request / General,0,9,False,en,The app locks out with one error on input
879,Wow the great BOA,5,2023-08-25,Bank of Abyssinia,POSITIVE,0.99960857629776,Feature Request / General,0,4,False,en,Wow the great BOA
880,Abdii.Ramadan,5,2023-08-25,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,1,True,om,Servant. Ramadan
881,"The app doesn't work for Android, it is a kind of luck, it doesn't work when I wanted it",1,2023-08-24,Bank of Abyssinia,NEGATIVE,0.0077267289161682,Feature Request / General,0,19,False,en,"The app doesn't work for Android, it is a kind of luck, it doesn't work when I wanted it"
882,A trash app. Has to be optimized. The app downloads images for Icons.. Even the loading screen is a giant picture that you will literally cry while navigating through pages cuz the app is downloading image in a country where internet connection is freakishly scarce. There a lot of bugs that the app team needs to work on...it's just terrible UI terrible terrible...I went on to the old way of sending money because their system is trash.,1,2023-08-24,Bank of Abyssinia,NEGATIVE,0.0003969073295593,Transaction Performance,1,77,False,en,A trash app. Has to be optimized. The app downloads images for Icons.. Even the loading screen is a giant picture that you will literally cry while navigating through pages cuz the app is downloading image in a country where internet connection is freakishly scarce. There a lot of bugs that the app team needs to work on...it's just terrible UI terrible terrible...I went on to the old way of sending money because their system is trash.
883,It is not aplicable on my cell phone. Huawei 5 mobile.,2,2023-08-24,Bank of Abyssinia,NEGATIVE,0.0004388689994812,Feature Request / General,0,11,False,en,It is not aplicable on my cell phone. Huawei 5 mobile.
884,After the update with the app nothing works anymore. Going back to cbe and dashen I guess,1,2023-08-23,Bank of Abyssinia,NEGATIVE,0.0006152391433715,Feature Request / General,0,17,False,en,After the update with the app nothing works anymore. Going back to cbe and dashen I guess
885,The most dumped app ever😒😒😒,1,2023-08-22,Bank of Abyssinia,NEGATIVE,0.0002976059913635,Feature Request / General,0,5,False,en,The most dumped app ever😒😒😒
886,Nice,5,2023-08-21,Bank of Abyssinia,POSITIVE,0.9998552799224854,Feature Request / General,0,1,True,en,Nice
887,Ere wedeza men adrgachut new mayseraw degami astekaklut menm eyesera adelem,1,2023-08-21,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,11,False,om,There is a wedeza from adrgachut or mayseraw when I steak from the sky
888,Thans,5,2023-08-21,Bank of Abyssinia,POSITIVE,0.8968304991722107,Feature Request / General,0,1,True,en,Thans
889,😀 imagine your car just stops In the middle of the road!!!!!!,1,2023-08-20,Bank of Abyssinia,NEGATIVE,0.0119671821594238,Feature Request / General,0,12,False,en,😀 imagine your car just stops In the middle of the road!!!!!!
890,What is wrong with you guys. Please at least review the comments and try to fix the app. Worst version,1,2023-08-20,Bank of Abyssinia,NEGATIVE,0.0002273917198181,Feature Request / General,0,20,False,en,What is wrong with you guys. Please at least review the comments and try to fix the app. Worst version
891,Imer,5,2023-08-19,Bank of Abyssinia,POSITIVE,0.9966155886650084,Feature Request / General,0,1,True,en,Imer
892,"I can't log in to the application. When I try to enter the application, it closes saying open again",2,2023-08-19,Bank of Abyssinia,NEGATIVE,0.0057454705238342,Feature Request / General,0,19,False,en,"I can't log in to the application. When I try to enter the application, it closes saying open again"
893,Best app,5,2023-08-19,Bank of Abyssinia,POSITIVE,0.999686598777771,Feature Request / General,0,2,True,en,Best app
894,Very nice 🙂☺️,5,2023-08-18,Bank of Abyssinia,POSITIVE,0.999857783317566,Feature Request / General,0,3,True,en,Very nice 🙂☺️
895,helo Abisinya,5,2023-08-17,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,2,True,om,hello Abyssinia
896,Amazing app,4,2023-08-17,Bank of Abyssinia,POSITIVE,0.9998670816421508,Feature Request / General,0,2,True,en,Amazing app
897,The previous app was much better than this updated app. This is the worst bank app in Ethiopia.,1,2023-08-17,Bank of Abyssinia,NEGATIVE,0.0002371668815612,Feature Request / General,0,18,False,en,The previous app was much better than this updated app. This is the worst bank app in Ethiopia.
898,🤮,1,2023-08-17,Bank of Abyssinia,NEGATIVE,0.3029435276985168,Feature Request / General,0,1,True,en,🤮
899,Good,4,2023-08-17,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
900,ሀይ,5,2023-08-16,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,1,True,am,Hi
901,Itel A24,5,2023-08-14,Bank of Abyssinia,POSITIVE,0.5970611572265625,Feature Request / General,0,2,True,en,Itel A24
902,Best mobile app.,5,2023-08-14,Bank of Abyssinia,POSITIVE,0.999786913394928,Feature Request / General,0,3,True,en,Best mobile app.
903,best,5,2023-08-12,Bank of Abyssinia,POSITIVE,0.9997941851615906,Feature Request / General,0,1,True,en,best
904,Worse they need to update,1,2023-08-12,Bank of Abyssinia,NEGATIVE,0.000348687171936,Feature Request / General,0,5,False,en,Worse they need to update
905,Android users: this app doesn't work! Not sure what they did but after the system update a couple of months ago login on Android is broken. IOS and Web apps work but from what I've experienced I've tested on a couple of Android devices oncluding this one it doesn't work. Please get if fixed ASAP!,1,2023-08-12,Bank of Abyssinia,NEGATIVE,0.000520646572113,Account Access,1,55,False,en,Android users: this app doesn't work! Not sure what they did but after the system update a couple of months ago login on Android is broken. IOS and Web apps work but from what I've experienced I've tested on a couple of Android devices oncluding this one it doesn't work. Please get if fixed ASAP!
906,Why isn't open to me,1,2023-08-11,Bank of Abyssinia,NEGATIVE,0.0006619095802307,Feature Request / General,0,5,False,en,Why isn't open to me
907,Simple and fast,5,2023-08-11,Bank of Abyssinia,POSITIVE,0.9998082518577576,Feature Request / General,0,3,True,en,Simple and fast
908,You don't want us to use the application b/c to save the money that we deposited in your bank that is why the last 5 months the apps never worked for me.,1,2023-08-10,Bank of Abyssinia,NEGATIVE,0.0007176995277404,Transaction Performance,1,32,False,en,You don't want us to use the application b/c to save the money that we deposited in your bank that is why the last 5 months the apps never worked for me.
909,በጣም የሚያናድድ አፕ ነው ለደበኞች ፓስወርድ የማይልክ ቢላክም የማይሰራ አቢሲኒያዎች ኢንተርኔት ሞባይል ባንኪንጋቹን አስተካክሉ ህዝቡ እየጠላቹ ነው!!,1,2023-08-10,Bank of Abyssinia,NEGATIVE,-0.8333,Account Access,1,17,False,am,"It's a very annoying app, even if it doesn't send a password to users, it doesn't work. Please fix the internet mobile banking. The people are hating you!!"
910,Best bank in 🇪🇹,4,2023-08-10,Bank of Abyssinia,POSITIVE,0.9996626377105712,Feature Request / General,0,4,False,en,Best bank in 🇪🇹
911,slow,1,2023-08-10,Bank of Abyssinia,NEGATIVE,0.0002686381340026,Transaction Performance,1,1,True,en,slow
912,Good,5,2023-08-09,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
913,One of the worst app ever seen 😭,1,2023-08-09,Bank of Abyssinia,NEGATIVE,0.0002132058143615,Feature Request / General,0,8,False,en,One of the worst app ever seen 😭
914,It's doesn't work for me it's say help and support,1,2023-08-09,Bank of Abyssinia,NEGATIVE,0.0002606511116027,Customer Support,0,10,False,en,It's doesn't work for me it's say help and support
915,Best app,5,2023-08-08,Bank of Abyssinia,POSITIVE,0.999686598777771,Feature Request / General,0,2,True,en,Best app
916,Not good,3,2023-08-08,Bank of Abyssinia,NEGATIVE,0.0002110600471496,Feature Request / General,0,2,True,en,Not good
917,Please please? what are you doing sistem not active,1,2023-08-08,Bank of Abyssinia,NEGATIVE,0.0018791556358337,Feature Request / General,0,9,False,en,Please please? what are you doing sistem not active
918,I used the app before but after the update the app doesn't let me to write verification code.,2,2023-08-07,Bank of Abyssinia,NEGATIVE,0.022918164730072,Account Access,1,18,False,en,I used the app before but after the update the app doesn't let me to write verification code.
919,good,5,2023-08-05,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
920,"Crushes most of the time, needs to be fixed",1,2023-08-05,Bank of Abyssinia,NEGATIVE,0.0004064440727233,Feature Request / General,0,9,False,en,"Crushes most of the time, needs to be fixed"
921,Good security enhancement and OTP utilization,4,2023-08-05,Bank of Abyssinia,POSITIVE,0.9991393089294434,Account Access,0,6,False,en,Good security enhancement and OTP utilization
922,Good app,5,2023-08-05,Bank of Abyssinia,POSITIVE,0.9998493194580078,Feature Request / General,0,2,True,en,Good app
923,"yo fix the telebirr problem, it won't let me add the phone number I want, instead it automatically choose the number that the account was made in, it's frustrating.",1,2023-08-03,Bank of Abyssinia,NEGATIVE,0.0006681084632873,Account Access,1,29,False,en,"yo fix the telebirr problem, it won't let me add the phone number I want, instead it automatically choose the number that the account was made in, it's frustrating."
924,It is awful... doesn't login or do anything. Z previous version was good.,1,2023-08-03,Bank of Abyssinia,NEGATIVE,0.003750741481781,Account Access,1,13,False,en,It is awful... doesn't login or do anything. Z previous version was good.
925,"Wouldn't let me login because there was an update. So, was forced me to update. The update didn't work totally, Went to the bank. , it got fixed. Stopped working again. Went there once more. They told me the update had a bug, and sent me the old version. Login works, but didn't show balance on my accounts. Can't login yet again. Login just worked. Set pin and security questions. Logged in. No balance yet again. I think I've been abused enough. Useless app o never seen such poor banking app!",1,2023-08-03,Bank of Abyssinia,NEGATIVE,0.0008543729782104,Account Access,1,91,False,en,"Wouldn't let me login because there was an update. So, was forced me to update. The update didn't work totally, Went to the bank. , it got fixed. Stopped working again. Went there once more. They told me the update had a bug, and sent me the old version. Login works, but didn't show balance on my accounts. Can't login yet again. Login just worked. Set pin and security questions. Logged in. No balance yet again. I think I've been abused enough. Useless app o never seen such poor banking app!"
926,"Not working properly it's show me black screen The old one is better, if there is zero star i will give for this app",1,2023-08-03,Bank of Abyssinia,NEGATIVE,0.000283658504486,Feature Request / General,0,24,False,en,"Not working properly it's show me black screen The old one is better, if there is zero star i will give for this app"
927,Good,5,2023-08-02,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
928,App not working on my Samsung A53. U recently changed my phone but the number is the same. I access internet banking without a problem,3,2023-08-01,Bank of Abyssinia,NEGATIVE,0.1450663805007934,Account Access,0,25,False,en,App not working on my Samsung A53. U recently changed my phone but the number is the same. I access internet banking without a problem
929,"Good, but slow! Work on it!",5,2023-08-01,Bank of Abyssinia,POSITIVE,0.9984622001647948,Transaction Performance,0,6,False,en,"Good, but slow! Work on it!"
930,Very good,5,2023-07-31,Bank of Abyssinia,POSITIVE,0.9998520612716676,Feature Request / General,0,2,True,en,Very good
931,Other service 👌👌 But z mobile bankikng is the worest,3,2023-07-31,Bank of Abyssinia,NEGATIVE,0.022713303565979,Customer Support,0,10,False,en,Other service 👌👌 But z mobile bankikng is the worest
932,"Previous app was so good, but not to login I have to uninstall and reinstall the app. It's very annoying",1,2023-07-30,Bank of Abyssinia,NEGATIVE,0.0023718476295471,Account Access,1,20,False,en,"Previous app was so good, but not to login I have to uninstall and reinstall the app. It's very annoying"
933,Wow,5,2023-07-29,Bank of Abyssinia,POSITIVE,0.999592125415802,Feature Request / General,0,1,True,en,Wow
934,Rubish,1,2023-07-29,Bank of Abyssinia,NEGATIVE,0.0549444556236267,Feature Request / General,0,1,True,en,Rubish
935,"One star is too mach for the app,ቱ",1,2023-07-28,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,8,False,am,One star is too mach for the app
936,"You guys,Am afraid your app ruin all your great works so try to fix ASAP",1,2023-07-28,Bank of Abyssinia,NEGATIVE,0.0002660155296325,UI & Design,0,15,False,en,"You guys,Am afraid your app ruin all your great works so try to fix ASAP"
937,"Trash application, bad ui, lags a lot",1,2023-07-28,Bank of Abyssinia,NEGATIVE,0.0002002120018005,UI & Design,0,7,False,en,"Trash application, bad ui, lags a lot"
938,ok,5,2023-07-27,Bank of Abyssinia,POSITIVE,0.9997851252555848,Feature Request / General,0,1,True,en,ok
939,Yigerem,5,2023-07-27,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,1,True,om,I would
940,Salax,5,2023-07-27,Bank of Abyssinia,POSITIVE,0.9530946016311646,Feature Request / General,0,1,True,en,Salax
941,Very Slow and disgusting user interface,1,2023-07-27,Bank of Abyssinia,NEGATIVE,0.0002169013023376,Transaction Performance,1,6,False,en,Very Slow and disgusting user interface
942,We will see,5,2023-07-27,Bank of Abyssinia,POSITIVE,0.999850869178772,Feature Request / General,0,3,True,en,We will see
943,"Literally the worst credit return experience I've ever had I used the cardless option and withdrew 3k then it did not give me the money so I reported it but no response then I withdrew another 2k (that was dumb of me should've closed my account right there and then) and same situation. its been over a month the credit is still not refunded, asked for a manager they said no manager. and I used to vouch for y'all. I'm writing review everywhere until y'all return my money. Absolutely ridiculous!!!!",1,2023-07-26,Bank of Abyssinia,NEGATIVE,0.0002592206001281,Account Access,1,90,False,en,"Literally the worst credit return experience I've ever had I used the cardless option and withdrew 3k then it did not give me the money so I reported it but no response then I withdrew another 2k (that was dumb of me should've closed my account right there and then) and same situation. its been over a month the credit is still not refunded, asked for a manager they said no manager. and I used to vouch for y'all. I'm writing review everywhere until y'all return my money. Absolutely ridiculous!!!!"
944,"The worst app ever, downgrades the banks status specially at technology. No one cares to do something about it at the bank otherthan saying contact the HQ.",1,2023-07-26,Bank of Abyssinia,NEGATIVE,0.0002290606498718,Feature Request / General,0,27,False,en,"The worst app ever, downgrades the banks status specially at technology. No one cares to do something about it at the bank otherthan saying contact the HQ."
945,"It is a very erratic app. In rare cases when it works, loading takes ages. Most often, it just shows a white blank screen without doing anything. In those cases, the app does not even let you restart, unless you hard-restart it.",1,2023-07-26,Bank of Abyssinia,NEGATIVE,0.0009351372718811,Feature Request / General,0,42,False,en,"It is a very erratic app. In rare cases when it works, loading takes ages. Most often, it just shows a white blank screen without doing anything. In those cases, the app does not even let you restart, unless you hard-restart it."
946,the pest of App in Ethiopia 💋,4,2023-07-26,Bank of Abyssinia,NEGATIVE,0.0020809769630432,Feature Request / General,0,7,False,en,the pest of App in Ethiopia 💋
947,My feberit bank,5,2023-07-26,Bank of Abyssinia,POSITIVE,0.9599548578262328,Feature Request / General,0,3,True,en,My feberit bank
948,The app is not working properly .i hate it but the other service is good,1,2023-07-25,Bank of Abyssinia,POSITIVE,0.9936639070510864,Customer Support,0,15,False,en,The app is not working properly .i hate it but the other service is good
949,"When switching to other app and coming back, the app looses it's internet capability. Devs add manifests properly please. Am switching to CBE and withdrawing because of this.",1,2023-07-25,Bank of Abyssinia,NEGATIVE,0.0010368824005126,Feature Request / General,0,28,False,en,"When switching to other app and coming back, the app looses it's internet capability. Devs add manifests properly please. Am switching to CBE and withdrawing because of this."
950,"The worst app, is not compatible to many mobile phones.",1,2023-07-25,Bank of Abyssinia,NEGATIVE,0.0001905560493469,Feature Request / General,0,10,False,en,"The worst app, is not compatible to many mobile phones."
951,It take time to transefer to anther boa so very worst app when comper with other,3,2023-07-25,Bank of Abyssinia,NEGATIVE,0.0001848340034484,Feature Request / General,0,16,False,en,It take time to transefer to anther boa so very worst app when comper with other
952,Love,5,2023-07-25,Bank of Abyssinia,POSITIVE,0.9998735189437866,Feature Request / General,0,1,True,en,Love
953,"This mobile bankig have a long process and long time to login. I our experiance you should have to update a Mobile banking App like CBE and Amhara bank and also requests a security question when we entered before. Therefore you should have to avoid a security question to login,becuase of this we can't use a service.",3,2023-07-25,Bank of Abyssinia,NEGATIVE,0.0020688772201538,Account Access,0,57,False,en,"This mobile bankig have a long process and long time to login. I our experiance you should have to update a Mobile banking App like CBE and Amhara bank and also requests a security question when we entered before. Therefore you should have to avoid a security question to login,becuase of this we can't use a service."
954,Nice application,5,2023-07-24,Bank of Abyssinia,POSITIVE,0.9998229146003724,Feature Request / General,0,2,True,en,Nice application
955,Wow,5,2023-07-24,Bank of Abyssinia,POSITIVE,0.999592125415802,Feature Request / General,0,1,True,en,Wow
956,Good,5,2023-07-24,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
957,It's so slowest,1,2023-07-24,Bank of Abyssinia,NEGATIVE,0.0010064244270324,Transaction Performance,1,3,True,en,It's so slowest
958,The other Services is good but the mobile app is the worst.why you this happened ?,1,2023-07-24,Bank of Abyssinia,NEGATIVE,0.0004307627677917,Customer Support,0,16,False,en,The other Services is good but the mobile app is the worst.why you this happened ?
959,"It didn't allow me to Login First then I uninstalled it and Installed it again but it didn't allowed me to Login once again so I went to my nearest BOA Bank to fixed It but They told me That The App Is In the Process of Update so once it finishes its Update it'll automatically Allow to Login, but It didn't so I Unistalled The App And I don't want any more",1,2023-07-24,Bank of Abyssinia,NEGATIVE,0.0021722912788391,Account Access,1,73,False,en,"It didn't allow me to Login First then I uninstalled it and Installed it again but it didn't allowed me to Login once again so I went to my nearest BOA Bank to fixed It but They told me That The App Is In the Process of Update so once it finishes its Update it'll automatically Allow to Login, but It didn't so I Unistalled The App And I don't want any more"
960,What is wrong with BOA? I'm still unable to sign up after installing the app. A big bank like BOA is still struggling to come up with a basic mobile banking app!? You should be ashamed & apologise for such failure,1,2023-07-24,Bank of Abyssinia,NEGATIVE,0.0002800822257995,Feature Request / General,0,41,False,en,What is wrong with BOA? I'm still unable to sign up after installing the app. A big bank like BOA is still struggling to come up with a basic mobile banking app!? You should be ashamed & apologise for such failure
961,Not working enough. Specially the expire time is very short,3,2023-07-24,Bank of Abyssinia,NEGATIVE,0.0004541277885437,Feature Request / General,0,10,False,en,Not working enough. Specially the expire time is very short
962,This app would become very trash after I update it.,1,2023-07-24,Bank of Abyssinia,NEGATIVE,0.0003911852836608,Feature Request / General,0,10,False,en,This app would become very trash after I update it.
963,Betam yemiastela app new mobile bankingachu yekerewal astekaklu,1,2023-07-23,Bank of Abyssinia,NEGATIVE,0.0749392509460449,Feature Request / General,0,8,False,en,Betam yemiastela app new mobile bankingachu yekerewal astekaklu
964,Its just a mess 🤦🤦,1,2023-07-23,Bank of Abyssinia,NEGATIVE,0.0001804232597351,Feature Request / General,0,5,False,en,Its just a mess 🤦🤦
965,I like to use this best App of the BOA,5,2023-07-23,Bank of Abyssinia,POSITIVE,0.9990041851997375,Feature Request / General,0,10,False,en,I like to use this best App of the BOA
966,Previous app was the best this version is annoying the OTP box is uneditable not comfortable for sim card on my second phone,1,2023-07-22,Bank of Abyssinia,NEGATIVE,0.0004480481147766,Account Access,1,23,False,en,Previous app was the best this version is annoying the OTP box is uneditable not comfortable for sim card on my second phone
967,Great!,5,2023-07-22,Bank of Abyssinia,POSITIVE,0.9998692274093628,Feature Request / General,0,1,True,en,Great!
968,Too slow,5,2023-07-22,Bank of Abyssinia,NEGATIVE,0.0004994869232177,Transaction Performance,0,2,True,en,Too slow
969,"What the hell is this, after a long time u cameup with an app wc cannot accept verification code!? What happen to the previous app? Where is CICD here u down and give us another version.?So rude !",1,2023-07-22,Bank of Abyssinia,NEGATIVE,0.0002005696296691,Account Access,1,38,False,en,"What the hell is this, after a long time u cameup with an app wc cannot accept verification code!? What happen to the previous app? Where is CICD here u down and give us another version.?So rude !"
970,This is the most worest app.,1,2023-07-22,Bank of Abyssinia,NEGATIVE,0.4419863820075989,Feature Request / General,0,6,False,en,This is the most worest app.
971,Ambition,5,2023-07-22,Bank of Abyssinia,POSITIVE,0.999054491519928,Feature Request / General,0,1,True,en,Ambition
972,Worst mobile banking app please update again,1,2023-07-21,Bank of Abyssinia,NEGATIVE,0.0002530217170715,Feature Request / General,0,7,False,en,Worst mobile banking app please update again
973,Mobile bankachu mnm tekem yelewum bitatefut yishalal balance ayasayem mnm ngr ena ye durowu mobile bankachu app nw tru hulun ngr update karegachu buhala motual yistekakel,1,2023-07-21,Bank of Abyssinia,NEGATIVE,0.0053178668022155,Feature Request / General,0,26,False,en,Mobile bankachu mnm tekem yelewum bitatefut yishalal balance ayasayem mnm ngr ena ye durowu mobile bankachu app nw tru hulun ngr update karegachu buhala motual yistekakel
974,አይሰራም የተወሰነ ፕሮሰስ ካደረገ በሃላ እስታክ ያደርጋል,1,2023-07-21,Bank of Abyssinia,NEUTRAL,0.0,Feature Request / General,0,7,False,am,"It doesn't work, if it does some processing, it will stack"
975,This app doesn't expected from Abyssinia It doesn't work properly so improve it before launching it.,1,2023-07-21,Bank of Abyssinia,NEGATIVE,0.0009406208992004,Feature Request / General,0,16,False,en,This app doesn't expected from Abyssinia It doesn't work properly so improve it before launching it.
976,ከአቢሲኒያ ባንክ የማይጠበቅ ዝግመተ-ለውጡን ያልጨረሰ መተግበሪያ ነው። አንዴ ለመግባት እንዴት ጊዜ እንደሚወስድ አላያችሁትም ፣ ደግሞም ለማይሰራው ነገር። የንግድ ባንክ ፣ የአዋሽና የአባን መተግበሪያ አስተያዩትእስኪ??,1,2023-07-21,Bank of Abyssinia,POSITIVE,0.3939,Feature Request / General,0,24,False,am,"It's an evolving app that you can't expect from Abyssinia Bank. You don't see how it takes time to get in, even for something that doesn't work. Commercial Bank, Awashna Aban app, please comment??"
977,It's mobile banking is very slow to login and the app interfere is not attractive to access please fix it,1,2023-07-21,Bank of Abyssinia,NEGATIVE,0.0002320408821105,Account Access,1,20,False,en,It's mobile banking is very slow to login and the app interfere is not attractive to access please fix it
978,የማይሰራ አፕ ነው ባንካችሁ አሪፍ ቢሆነም ሞባይል ባንኪንግ በጣም ወደሆላ ናችሁ የተሻለ አፕ ለማምጣት ሞክሩ,1,2023-07-20,Bank of Abyssinia,POSITIVE,0.1779,Feature Request / General,0,15,False,am,"It's an app that doesn't work. Even if your bank is cool, mobile banking is too bad. Try to come up with a better app."
979,I need to access my account.,1,2023-07-20,Bank of Abyssinia,NEGATIVE,0.0007778406143188,Account Access,1,6,False,en,I need to access my account.
980,Not updated yet,1,2023-07-20,Bank of Abyssinia,NEGATIVE,0.0005023479461669,Feature Request / General,0,3,True,en,Not updated yet
981,"Wouldn't let me login because there was an update. So, was forced to update. The update didn't work. Went to the bank. After an hour of sitting, it got fixed. Stopped working again. Went there once more. They told me the update had a bug, and sent me the old version. Login works, but shows me zero balance on my accounts. Can't login yet again. Login just worked. Set pin and security questions. Logged in. Zero balance yet again. I think I've been abused enough. Thank you.",1,2023-07-20,Bank of Abyssinia,NEGATIVE,0.0009353756904602,Account Access,1,87,False,en,"Wouldn't let me login because there was an update. So, was forced to update. The update didn't work. Went to the bank. After an hour of sitting, it got fixed. Stopped working again. Went there once more. They told me the update had a bug, and sent me the old version. Login works, but shows me zero balance on my accounts. Can't login yet again. Login just worked. Set pin and security questions. Logged in. Zero balance yet again. I think I've been abused enough. Thank you."
982,sorry l don't expected this app for Abyssinia,1,2023-07-20,Bank of Abyssinia,NEGATIVE,0.0027291178703308,Feature Request / General,0,8,False,en,sorry l don't expected this app for Abyssinia
983,ያስጠላል አሻሽሉት,1,2023-07-20,Bank of Abyssinia,NEGATIVE,-0.3612,Feature Request / General,0,2,True,am,"It sucks, fix it"
984,the worst application! very hard to login! asks password again and again. Stupid application. ሆን ብለው እንዳይሰራ ያደረጉት ይመስለኛል፡፡,1,2023-07-20,Bank of Abyssinia,NEGATIVE,-0.8682,Account Access,1,19,False,am,the worst application! very hard to log in! asks password again and again. Stupid application. I think they made it not work on purpose.
985,Good,5,2023-07-19,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
986,The worst app ever😒 its difficult to download And complicated to use And the app...my god super low quality Im going to download for the million time🙄,2,2023-07-19,Bank of Abyssinia,NEGATIVE,0.0001785159111022,Feature Request / General,0,27,False,en,The worst app ever😒 its difficult to download And complicated to use And the app...my god super low quality Im going to download for the million time🙄
987,It's great,5,2023-07-18,Bank of Abyssinia,POSITIVE,0.9998691082000732,Feature Request / General,0,2,True,en,It's great
988,It takes almost two minutes to login into account.too much busy makes frustrating,3,2023-07-18,Bank of Abyssinia,NEGATIVE,0.0005396008491516,Account Access,0,13,False,en,It takes almost two minutes to login into account.too much busy makes frustrating
989,"After login, it requested finger print authentication, the system doesn't work!",1,2023-07-18,Bank of Abyssinia,NEGATIVE,0.0002210736274719,Account Access,1,11,False,en,"After login, it requested finger print authentication, the system doesn't work!"
990,Best app,5,2023-07-18,Bank of Abyssinia,POSITIVE,0.999686598777771,Feature Request / General,0,2,True,en,Best app
991,The worst App ever 😫,1,2023-07-17,Bank of Abyssinia,NEGATIVE,0.0002011656761169,Feature Request / General,0,5,False,en,The worst App ever 😫
992,Not function,5,2023-07-17,Bank of Abyssinia,NEGATIVE,0.0005719065666198,Feature Request / General,0,2,True,en,Not function
993,"The most disturbing mobile banking app I've ever used. The app doesn't deserve to be BOA's mobile banking app. Don't even think about using this app, especially in an emergency. Everything about this app needs to be changed, just like other banks' apps. I wish there was a negative start to give for poor performance. Thank you very much.",1,2023-07-17,Bank of Abyssinia,NEGATIVE,0.0016840696334838,Feature Request / General,0,59,False,en,"The most disturbing mobile banking app I've ever used. The app doesn't deserve to be BOA's mobile banking app. Don't even think about using this app, especially in an emergency. Everything about this app needs to be changed, just like other banks' apps. I wish there was a negative start to give for poor performance. Thank you very much."
994,Bad bad bad,1,2023-07-16,Bank of Abyssinia,NEGATIVE,0.0002371668815612,Feature Request / General,0,3,True,en,Bad bad bad
995,it takes long time to log in and hard to instal,1,2023-07-16,Bank of Abyssinia,NEGATIVE,0.0010222196578979,Feature Request / General,0,11,False,en,it takes long time to log in and hard to instal
996,Good,5,2023-07-16,Bank of Abyssinia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
997,😎😎,4,2023-07-15,Bank of Abyssinia,NEGATIVE,0.3029435276985168,Feature Request / General,0,1,True,en,😎😎
998,Poor,1,2023-07-14,Bank of Abyssinia,NEGATIVE,0.0002087950706481,Feature Request / General,0,1,True,en,Poor
999,የመጀመሪያው አፕ የተሻለ ነው ለማበልፀግ ብላቹ ጭራሽ ዘግታቹ አረፋቹ በሚባል ደረጃ አደረሳቹት::,1,2023-07-14,Bank of Abyssinia,POSITIVE,0.4404,Feature Request / General,0,12,False,am,"The first app is better, you never closed the bubbles to enrich it."
1000,The application booting time is so bad..,3,2026-05-12,Dashen Bank,NEGATIVE,0.0001905560493469,Feature Request / General,0,7,False,en,The application booting time is so bad..
1001,good,5,2026-05-12,Dashen Bank,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
1002,excelent,5,2026-05-12,Dashen Bank,POSITIVE,0.9998672008514404,Feature Request / General,0,1,True,en,excelent
1003,this app is amaizing,5,2026-05-11,Dashen Bank,POSITIVE,0.9541443586349488,Feature Request / General,0,4,False,en,this app is amaizing
1004,fast and very easy to use,5,2026-05-11,Dashen Bank,POSITIVE,0.9995935559272766,UI & Design,0,6,False,en,fast and very easy to use
1005,good but it takes forever to load,4,2026-05-11,Dashen Bank,NEGATIVE,0.0725358724594116,Feature Request / General,0,7,False,en,good but it takes forever to load
